STRTNO,SIZE,year,yng,DEPLY,size2,surv
102,4.44,2,22,0,19.7136,0
102,4.44,3,22,0,19.7136,0
102,4.44,4,29,0,19.7136,1
102,4.44,5,8,0,19.7136,0
102,4.44,6,0,0,19.7136,0
102,4.44,7,11,0,19.7136,0
102,4.44,8,0,0,19.7136,0
103,2.24,1,0,0,5.0176,0
103,2.24,2,0,0,5.0176,0
103,2.24,3,0,0,5.0176,0
103,2.24,4,8,0,5.0176,0
103,2.24,5,8,0,5.0176,0
103,2.24,6,12,0,5.0176,0
103,2.24,7,11,0,5.0176,0
103,2.24,8,12,0,5.0176,1
104,3.14,1,5,1,9.8596,1
104,3.14,2,0,1,9.8596,0
104,3.14,3,0,1,9.8596,0
104,3.14,4,0,1,9.8596,1
104,3.14,5,0,1,9.8596,0
104,3.14,6,0,1,9.8596,0
104,3.14,7,0,1,9.8596,0
104,3.14,8,0,1,9.8596,0
105,0,1,0,1,0,0
105,0,2,0,1,0,0
105,0,3,0,1,0,0
105,0,4,0,1,0,0
105,0,5,0,1,0,0
105,0,6,0,1,0,0
105,0,7,0,1,0,0
105,0,8,0,1,0,1
106,3.37,1,0,1,11.3569,0
106,3.37,2,0,1,11.3569,0
106,3.37,3,9,1,11.3569,0
106,3.37,4,0,1,11.3569,0
106,3.37,5,0,1,11.3569,0
106,3.37,6,0,1,11.3569,0
106,3.37,7,0,1,11.3569,0
106,3.37,8,0,1,11.3569,1
107,0.9,1,0,1,0.81,0
107,0.9,2,0,1,0.81,0
107,0.9,3,0,1,0.81,0
107,0.9,4,0,1,0.81,0
107,0.9,5,0,1,0.81,0
107,0.9,6,0,1,0.81,0
107,0.9,7,0,1,0.81,0
107,0.9,8,0,1,0.81,0
108,0,1,0,1,0,0
108,0,2,0,1,0,0
108,0,3,0,1,0,0
108,0,4,0,1,0,0
108,0,5,0,1,0,0
108,0,6,0,1,0,0
108,0,7,0,1,0,0
108,0,8,0,1,0,1
109,0,1,7,0,0,0
109,0,2,11,0,0,0
109,0,3,13,0,0,0
109,0,4,13,0,0,0
109,0,5,10,0,0,0
109,0,6,12,0,0,0
109,0,7,11,0,0,0
109,0,8,12,0,0,0
110,0,1,0,0,0,0
110,0,2,11,0,0,0
110,0,3,7,0,0,0
110,0,4,11,0,0,0
110,0,5,10,0,0,0
110,0,6,9,0,0,0
110,0,7,7,0,0,0
110,0,8,11,0,0,0
111,2.71,1,4,0,7.3441,0
111,2.71,2,0,0,7.3441,0
111,2.71,3,12,0,7.3441,0
111,2.71,4,12,0,7.3441,0
111,2.71,5,5,0,7.3441,0
111,2.71,6,0,0,7.3441,1
111,2.71,7,10,0,7.3441,1
111,2.71,8,9,0,7.3441,0
